CALL#,TITLE,Title,Permanent Link,Title with Hyperlink,SUBJECT,INDEX/GUIDE,,,INDEX/GUIDE,SERIES
MFF97,"Angulorostrum, A New Genus of Myodocopid Ostracoda","Angulorostrum, A New Genus of Myodocopid Ostracoda",http://library.tufts.edu:80/record=b1239188~S1,"Angulorostrum, A New Genus of Myodocopid Ostracoda",Science,,,,"Bibliography: p. 18.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1981. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 340;""Smithsonian contributions to zoology   no. 340."""
MFF98,Revision of Indo-West Pacific Lizardfishes of the Genus Synodus,Revision of Indo-West Pacific Lizardfishes of the Genus Synodus,http://library.tufts.edu:80/record=b1239186~S1,Revision of Indo-West Pacific Lizardfishes of the Genus Synodus,Science,,,,"Bibliography: p. 44-45.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1981. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 342;""Smithsonian contributions to zoology   no. 342."""
MFF99,Biological Observations on Mesoplodon Carlhubbsi,Biological Observations on Mesoplodon Carlhubbsi,http://library.tufts.edu:80/record=b1239460~S1,Biological Observations on Mesoplodon Carlhubbsi,Science,,,,"Bibliography: p. 24-25.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1982. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 344;""Smithsonian contributions to zoology   no. 344."""
MFF100,Studies of Ephydrinae,Studies of Ephydrinae,http://library.tufts.edu:80/record=b1239459~S1,Studies of Ephydrinae,Science,,,,"Includes bibliographies.;""1. Revisions of Parascatella Cresson and the triseta group of Scatella Robineau-Desvoidy -- 2. Phylogeny, classification, and zoogeography of nearctic Lamproscatella Hendel / Wayne N. Mathis -- 3. Revisions of some neotropical ge","Smithsonian contributions to zoology   no. 285, <345, 350>;""Smithsonian contributions to zoology   no. 345."";""Smithsonian contributions to zoology   no. 350."""
MFF101,Parasitic Copepods from the Gulf of Mexico & Caribbean Sea,Parasitic Copepods from the Gulf of Mexico & Caribbean Sea,http://library.tufts.edu:80/record=b1239458~S1,Parasitic Copepods from the Gulf of Mexico & Caribbean Sea,Science,,,,"Includes bibliographical references.;""1. Holobomolochus and Neobomolochus -- 2. Bomolochidae."";""Microfiche. [Washington] : SUPTDOCS/GPO, 1981-<1983>. microfiches <2> 11 x 15 cm.""","Smithsonian contributions to zoology   no. 339, 389;""Smithsonian contributions to zoology   no. 339."";""Smithsonian contributions to zoology   no. 389."""
MFF102,"Deep-Water Atlantic Anthuridea (Crustacea, Isopoda)","Deep-Water Atlantic Anthuridea (Crustacea, Isopoda)",http://library.tufts.edu:80/record=b1239456~S1,"Deep-Water Atlantic Anthuridea (Crustacea, Isopoda)",Science,,,,"Bibliography: p. 50-51.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1982. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 346;""Smithsonian contributions to zoology   no. 346."""
MFF103,"Studies of Canacidae, I","Studies of Canacidae, I",http://library.tufts.edu:80/record=b1239455~S1,"Studies of Canacidae, I",Science,,,,"Bibliography: p. 27-29.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1982. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 347;""Smithsonian contributions to zoology   no. 347."""
MFF104,"Distribution and Systematics of Peromyscus (Mammalia, Rodentia) of Nayarit, Mexico","Distribution and Systematics of Peromyscus (Mammalia, Rodentia) of Nayarit, Mexico",http://library.tufts.edu:80/record=b1239454~S1,"Distribution and Systematics of Peromyscus (Mammalia, Rodentia) of Nayarit, Mexico",Science,,,,"Bibliography: p. 44-46.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1982. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 352;""Smithsonian contributions to zoology   no. 352."""
MFF105,Structure of Head & Stoma in the Marine Nematode Genus Deontostoma,Structure of Head & Stoma in the Marine Nematode Genus Deontostoma,http://library.tufts.edu:80/record=b1239453~S1,Structure of Head & Stoma in the Marine Nematode Genus Deontostoma,Science,,,,"Bibliography: p. 17-18.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1982. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 353;""Smithsonian contributions to zoology   no. 353."""
MFF106,Social & Physical Maturation in Captive Lion Tamarins Leontopithecus Rosalia Rosalia,Social & Physical Maturation in Captive Lion Tamarins Leontopithecus Rosalia Rosalia,http://library.tufts.edu:80/record=b1239452~S1,Social & Physical Maturation in Captive Lion Tamarins Leontopithecus Rosalia Rosalia,Science,,,,"Bibliography: p. 51-56.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1982. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 354;""Smithsonian contributions to zoology   no. 354."""
MFF107,"Revision of Onuphis, Nothria, & Paradiopatra","Revision of Onuphis, Nothria, & Paradiopatra",http://library.tufts.edu:80/record=b1239450~S1,"Revision of Onuphis, Nothria, & Paradiopatra",Science,,,,"Bibliography: p. 105-109.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1982. 2 microfiches 11 x 15 cm.""","Smithsonian contributions to zoology   no. 356;""Smithsonian contributions to zoology   no. 356."""
MFF108,"Epipelagic Amphipods of the Family Hyperiidae from the International Indian Ocean Expedition, 1959-1965","Epipelagic Amphipods of the Family Hyperiidae from the International Indian Ocean Expedition, 1959-1965",http://library.tufts.edu:80/record=b1239447~S1,"Epipelagic Amphipods of the Family Hyperiidae from the International Indian Ocean Expedition, 1959-1965",Science,,,,"Bibliography: p. 52-53.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1982. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 359;""Smithsonian contributions to zoology   no. 359."""
MFF109,Porcellanid Crabs from the Coasts of Mexico & Central America,Porcellanid Crabs from the Coasts of Mexico & Central America,http://library.tufts.edu:80/record=b1239446~S1,Porcellanid Crabs from the Coasts of Mexico & Central America,Science,,,,"Bibliography: p. 32-34.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1982. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 363;""Smithsonian contributions to zoology   no. 363."""
MFF110,"Studies of Neotropical Caddisflies, XXXIII","Studies of Neotropical Caddisflies, XXXIII",http://library.tufts.edu:80/record=b1239445~S1,"Studies of Neotropical Caddisflies, XXXIII",Science,,,,"Bibliography: p. 98-100.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1983. 2 microfiches 11 x 15 cm.""","Smithsonian contributions to zoology   no. 377;""Smithsonian contributions to zoology   no. 377."""
MFF111,Pacific Plate Biogeography w/ Special Reference to Shorefishes,Pacific Plate Biogeography w/ Special Reference to Shorefishes,http://library.tufts.edu:80/record=b1239444~S1,Pacific Plate Biogeography w/ Special Reference to Shorefishes,Science,,,,"Bibliography: p. 162-182.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1982. 2 microfiches 11 x 15 cm.""","Smithsonian contributions to zoology   no. 367;""Smithsonian contributions to zoology   no. 367."""
MFF112,"Shrimp Genus Atya, The","Shrimp Genus Atya, The",http://library.tufts.edu:80/record=b1239443~S1,"Shrimp Genus Atya, The",Science,,,,"Bibliography: p. 133-143.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1982. 2 microfiches 11 x 15 cm.""","Smithsonian contributions to zoology   no. 364;""Smithsonian contributions to zoology   no. 364."""
MFF113,"Morphological Similarities between the Menurae & the Rhinocryptidae, Relict Passerine Birds of the South. Hemisphere","Morphological Similarities between the Menurae & the Rhinocryptidae, Relict Passerine Birds of the South. Hemisphere",http://library.tufts.edu:80/record=b1239442~S1,"Morphological Similarities between the Menurae & the Rhinocryptidae, Relict Passerine Birds of the South. Hemisphere",Science,,,,"Bibliography: p. 21-22.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1982. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 366;""Smithsonian contributions to zoology   no. 366."""
MFF114,"Five New Species of Nannosquilla from the Northwestern Atlantic (Crustacea, Stomatopoda)","Five New Species of Nannosquilla from the Northwestern Atlantic (Crustacea, Stomatopoda)",http://library.tufts.edu:80/record=b1239441~S1,"Five New Species of Nannosquilla from the Northwestern Atlantic (Crustacea, Stomatopoda)",Science,,,,"Bibliography: p. 15.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1982. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 368;""Smithsonian contributions to zoology   no. 368."""
MFF115,"Millieriinae, a New Subfamily of Choreutidae, w/ New Taxa from Chile & the United States","Millieriinae, a New Subfamily of Choreutidae, w/ New Taxa from Chile & the United States",http://library.tufts.edu:80/record=b1239440~S1,"Millieriinae, a New Subfamily of Choreutidae, w/ New Taxa from Chile & the United States",Science,,,,"Bibliography: p. 15.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1982. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 370;""Smithsonian contributions to zoology   no. 370."""
MFF116,Systematics of the Neotropical Characoid Genus Curimatopsis,Systematics of the Neotropical Characoid Genus Curimatopsis,http://library.tufts.edu:80/record=b1239439~S1,Systematics of the Neotropical Characoid Genus Curimatopsis,Science,,,,"Bibliography: p. 27-28.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1982. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 373;""Smithsonian contributions to zoology   no. 373."""
MFF117,"Biosystematic Studies of Ceylonese Wasps, IX","Biosystematic Studies of Ceylonese Wasps, IX",http://library.tufts.edu:80/record=b1343255~S1,"Biosystematic Studies of Ceylonese Wasps, IX",Science,,,,,Smithsonian contributions to zoology
MFF120,Gammaridean Amphipoda of Australia,Gammaridean Amphipoda of Australia,http://library.tufts.edu:80/record=b1239437~S1,Gammaridean Amphipoda of Australia,Science,,,,"Vols. 3- by J.L. Barnard and M.M. Drummond.;""Includes bibliographies and index."";""-- pt. 5. Superfamily Haustorioidea."";""Microfiche. [Washington] : SUPTDOCS/GPO, 1982- microfiches <2> 11 x 15 cm.""","Smithsonian contributions to zoology   no. 103, <360>;""Smithsonian contributions to zoology   no. 360."""
MFF121,Federal Register,Federal Register,http://library.tufts.edu:80/record=b1670081~S1,Federal Register,Soc. Sciences,,,,,
MFF122,Systematics of the Neotropical Characiform Genus Potamorhina,Systematics of the Neotropical Characiform Genus Potamorhina,http://library.tufts.edu:80/record=b1240012~S1,Systematics of the Neotropical Characiform Genus Potamorhina,Science,,,,"Summary in Portuguese.;""Includes index."";""Bibliography: p. 33-35."";""Microfiche. [Washington] : SUPTDOCS/GPO, 1984. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 400;""Smithsonian contributions to zoology   no. 400."""
MFF123,"Listener, The","Listener, The",http://library.tufts.edu:80/record=b1673348~S1,"Listener, The",General,,,,,
MFF124,America,America,http://library.tufts.edu:80/record=b1669402~S1,America,Arts/Humanities,,,,,
MFF126,"Journal of Chemical Research, Synopses","Journal of Chemical Research, Synopses",http://library.tufts.edu:80/record=b1661734~S1,"Journal of Chemical Research, Synopses",Science,,,,,
MFF130,Rolling Stone,Rolling Stone,http://library.tufts.edu:80/record=b1672990~S1,Rolling Stone,General,,,,,
MFF132,Revision of North American Liris Fabricius,Revision of North American Liris Fabricius,http://library.tufts.edu:80/record=b1243525~S1,Revision of North American Liris Fabricius,Science,,,,"Bibliography: p. 71-72.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1984. 2 microfiches 11 x 15 cm.""","Smithsonian contributions to zoology   no. 404;""Smithsonian contributions to zoology   no. 404."""
MFF133,"Genus Brachycentrus in North America, The, with a Proposed Phylogeny of the Genera of Brachycentridae (Trichoptera)","Genus Brachycentrus in North America, The, with a Proposed Phylogeny of the Genera of Brachycentridae (Trichoptera)",http://library.tufts.edu:80/record=b1243524~S1,"Genus Brachycentrus in North America, The, with a Proposed Phylogeny of the Genera of Brachycentridae (Trichoptera)",Science,,,,"Bibliography: p. 56-58.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1984. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 398;""Smithsonian contributions to zoology   no. 398."""
MFF134,"Biosystematic Studies of Ceylonese Wasps, XIV","Biosystematic Studies of Ceylonese Wasps, XIV",http://library.tufts.edu:80/record=b1343255~S1,"Biosystematic Studies of Ceylonese Wasps, XIV",Science,,,,"Vols. 8-9, 11-14: microfiche.;""Vol. 16, 20: Authors: Karl V. Krombein and Wojciech J. Pulawski."";""Vol. 17: Authors: Karl V. Krombein and J. van der Vecht."";""In vols. <8-9, 12-14 > place of publication appears as: City of Washington."";""Includes bibliogra",
MFF135,"Functional and Evolutionary Analysis of Rhynchokinesis in Birds, A","Functional and Evolutionary Analysis of Rhynchokinesis in Birds, A",http://library.tufts.edu:80/record=b1243523~S1,"Functional and Evolutionary Analysis of Rhynchokinesis in Birds, A",Science,,,,"Bibliography: p. 36-37.;""Includes index."";""Microfiche. [Washington] : SUPTDOCS/GPO, 1984. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 395;""Smithsonian contributions to zoology   no. 395."""
MFF136,"Variation, Systematics and Zoogeography of Eleutherodactylus Guentheri and Closely Related Species","Variation, Systematics and Zoogeography of Eleutherodactylus Guentheri and Closely Related Species",http://library.tufts.edu:80/record=b1243522~S1,"Variation, Systematics and Zoogeography of Eleutherodactylus Guentheri and Closely Related Species",Science,,,,"Bibliography: p. 41-42.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1984. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 402;""Smithsonian contributions to zoology   no. 402."""
MFF138,"Cypridinidae of the Continental Shelves of Southeastern North America, the Northern Gulf of Mexico, and the West Indies","Cypridinidae of the Continental Shelves of Southeastern North America, the Northern Gulf of Mexico, and the West Indies",http://library.tufts.edu:80/record=b1243520~S1,"Cypridinidae of the Continental Shelves of Southeastern North America, the Northern Gulf of Mexico, and the West Indies",Science,,,,"Bibliography: p. 36-37.;""Microfiche. [Washington] : SUPTDOCS/GPO, 1984. 1 microfiche 11 x 15 cm.""","Smithsonian contributions to zoology   no. 401;""Smithsonian contributions to zoology   no. 401."""
MFF139,Telegen Fiche - Environment Information Center,Telegen Fiche - Environment Information Center,http://library.tufts.edu:80/record=b1674677~S1,Telegen Fiche - Environment Information Center,Engineering,,,,"Title from eye-readable data.;""Contains the full text of selected items abstracted in Telegen reporter.""",
MFF140,Acid Rain,Acid Rain,http://library.tufts.edu:80/record=b1675355~S1,Acid Rain,Science,,,,,
MFF141,StateFiche - Environment Information Center,StateFiche - Environment Information Center,http://library.tufts.edu:80/record=b1676457~S1,StateFiche - Environment Information Center,Soc. Sciences,,,,,
MFF144,Federal Funds for Research and Development,Federal Funds for Research and Development,http://library.tufts.edu:80/record=b1662282~S1,Federal Funds for Research and Development,Science,,,,,
MFF147,"Tribe Alasmidontini, The","Tribe Alasmidontini, The",http://library.tufts.edu:80/record=b1248214~S1,"Tribe Alasmidontini, The",Science,,,,"Bibliography: pt. 1, p. 98-101 pt. 2, p. 72-75.;""pt. 1. Pegias, Alasmidonta, and Arcidens -- pt. 2. Lasmigona and Simpsonaias."";""Microfiche. [Washington] : SUPTDOCS/GPO, 1985. 2 microfiches : negative 11 x 15 cm.""","Smithsonian contributions to zoology   no. 326, no. 399;""Smithsonian contributions to zoology   no. 326."";""Smithsonian contributions to zoology   no. 399."""
