FileName,"Error","NameError","TemplateField.Name","DocumentField.Name","RegonitionTypeError","TemplateField.RecognitionFieldType","DocumentField.RecognitionFieldType","FormFieldGroupError","TemplateField.FormFieldGroup","DocumentField.FormFieldGroup","LabelAreaError","TemplateField.LabelArea","DocumentField.LabelArea","LabelTextError","TemplateField.LabelText","DocumentField.LabelText","DataAreaError","TemplateField.DataArea","DocumentField.DataArea","DataTextError","TemplateField.DataText","DocumentField.DataText","DocumentField.Validation"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\622806061.tif","","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","","{X=1619,Y=2691,Width=181,Height=22}","{X=1619,Y=2691,Width=181,Height=22}","","TDTAL CHARGES","TDTAL CHARGES","","{X=2078,Y=2685,Width=136,Height=25}","{X=2078,Y=2685,Width=136,Height=25}","","~212.52","~212.52","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\622806061.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=2095,Y=850,Width=114,Height=22}","{X=2095,Y=850,Width=114,Height=22}","","INV. DATE","INV. DATE","","{X=2025,Y=924,Width=163,Height=23}","{X=2025,Y=924,Width=163,Height=23}","","~1/10/2012","~10JAN12","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\622806061.tif","","","Total Due","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=1616,Y=2821,Width=204,Height=49}","{X=1618,Y=2815,Width=177,Height=54}","DIFF","PLEASE PAY
THIS AMOUNT","PLEASE PAY THIS AMOUNT","DIFF","{X=2076,Y=2833,Width=139,Height=37}","{X=2077,Y=2844,Width=137,Height=24}","DIFF","~225.27","~225,27","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\622806061.tif","Error template/document field mis-matched","ERROR","Unknown","Purchase Order","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=530,Y=848,Width=151,Height=25}","{X=535,Y=850,Width=142,Height=23}","DIFF","PROD. DATE","PROD, DATE","ERROR EMPTY","{X=528,Y=896,Width=159,Height=39}","{X=746,Y=851,Width=141,Height=23}","DIFF","~","~WARR. EXR","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\622806061.tif","Error template/document field mis-matched","ERROR","Unknown","Purchase Order","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1038,Y=848,Width=147,Height=27}","{X=1047,Y=851,Width=132,Height=23}","","PROMISED","PROMISED","DIFF","{X=932,Y=920,Width=327,Height=29}","{X=942,Y=926,Width=306,Height=23}","DIFF","~17:00 05JANl2","~17:00 05JAN12","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\622806061.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1392,Y=850,Width=91,Height=23}","{X=1396,Y=851,Width=86,Height=23}","DIFF","PO NO.","PO ND.","DIFF","{X=1338,Y=906,Width=207,Height=41}","{X=0,Y=0,Width=0,Height=0}","","~","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\622806061.tif","Error template/document field mis-matched","ERROR","Unknown","Purchase Order","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=320,Y=958,Width=205,Height=33}","{X=353,Y=962,Width=159,Height=25}","","R. O. OPENED","R. O. OPENED","DIFF","{X=256,Y=1038,Width=311,Height=31}","{X=259,Y=1040,Width=303,Height=24}","DIFF","~10:12 05 JAN 12","~10:12 05JAN12","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\623037402.tif","Field Error","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","","{X=1013,Y=2920,Width=377,Height=26}","{X=1013,Y=2920,Width=377,Height=26}","","Total Amount Due","Total Amount Due","DIFF","{X=2108,Y=2914,Width=189,Height=46}","{X=0,Y=0,Width=0,Height=0}","ERROR","~$484.00-","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\623037402.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1557,Y=264,Width=206,Height=20}","{X=1557,Y=264,Width=206,Height=20}","","INVOICE NUMBER","INVOICE NUMBER","","{X=1561,Y=319,Width=208,Height=27}","{X=1561,Y=319,Width=208,Height=27}","DIFF","~F77245101","~¥77245101","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\623037402.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1865,Y=264,Width=164,Height=20}","{X=1865,Y=264,Width=164,Height=20}","","INVOICE DATE","INVOICE DATE","","{X=1848,Y=318,Width=159,Height=30}","{X=1848,Y=318,Width=159,Height=30}","","~3/7/2012","~3/07/12","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\623037402.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1746,Y=358,Width=347,Height=34}","{X=1753,Y=363,Width=333,Height=20}","DIFF","PURCHASE ORDER NUMBER","PURCHASEORDERNUMBER","DIFF","{X=1551,Y=403,Width=306,Height=42}","{X=1563,Y=413,Width=279,Height=29}","","~54145/128270","~54145/128270","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\628183932.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1362,Y=314,Width=124,Height=24}","{X=1362,Y=314,Width=124,Height=24}","","INVOICE","INVOICE","DIFF","{X=1359,Y=363,Width=137,Height=27}","{X=1292,Y=354,Width=204,Height=61}","DIFF","~A 931767","~| A 931767","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\628183932.tif","","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","","{X=1660,Y=2631,Width=254,Height=32}","{X=1660,Y=2631,Width=254,Height=32}","DIFF","Invoice Total:","invoice Total:","","{X=2275,Y=2632,Width=118,Height=37}","{X=2275,Y=2632,Width=118,Height=37}","","~$40.00","~$40.00","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\628183932.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1749,Y=875,Width=72,Height=27}","{X=1749,Y=875,Width=72,Height=27}","","Date:","Date:","DIFF","{X=1844,Y=863,Width=221,Height=62}","{X=0,Y=0,Width=0,Height=0}","","~","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\628183932.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=1978,Y=236,Width=196,Height=46}","{X=0,Y=0,Width=0,Height=0}","","Created On'","","","{X=2206,Y=248,Width=160,Height=42}","{X=0,Y=0,Width=0,Height=0}","","~06/15/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\628183932.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=1848,Y=305,Width=103,Height=46}","{X=0,Y=0,Width=0,Height=0}","","DATE","","","{X=1856,Y=358,Width=168,Height=38}","{X=0,Y=0,Width=0,Height=0}","","~06/151/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\628183932.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=1624,Y=692,Width=78,Height=46}","{X=0,Y=0,Width=0,Height=0}","","PO:","","","{X=1722,Y=700,Width=107,Height=34}","{X=0,Y=0,Width=0,Height=0}","","~84340","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\629444776.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1561,Y=256,Width=206,Height=19}","{X=1561,Y=256,Width=206,Height=19}","","INVOICE NUMBER","INVOICE NUMBER","","{X=1563,Y=310,Width=211,Height=27}","{X=1563,Y=310,Width=211,Height=27}","","~F68841401","~F68841401","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\629444776.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1870,Y=256,Width=168,Height=20}","{X=1870,Y=256,Width=168,Height=20}","","INVOICE DATE","INVOICE DATE","","{X=1854,Y=310,Width=161,Height=30}","{X=1854,Y=310,Width=161,Height=30}","","~2/20/2012","~2/20/12","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\629444776.tif","","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","","{X=1006,Y=2933,Width=382,Height=27}","{X=1006,Y=2933,Width=382,Height=27}","","Total Amount Due","Total Amount Due","DIFF","{X=2117,Y=2931,Width=170,Height=33}","{X=2117,Y=2931,Width=184,Height=33}","DIFF","~$380.00-","~$380.000","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\629444776.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1750,Y=358,Width=343,Height=22}","{X=1757,Y=356,Width=338,Height=21}","DIFF","PURCHASE ORDER NUMBER","PURCHASEORDERNUMBER","DIFF","{X=1547,Y=387,Width=314,Height=54}","{X=1565,Y=406,Width=282,Height=28}","","~54803/128594","~54803/128594","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\630540941.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1597,Y=297,Width=64,Height=25}","{X=1597,Y=297,Width=79,Height=25}","DIFF","Date","Date :","DIFF","{X=1673,Y=295,Width=161,Height=28}","{X=1681,Y=295,Width=153,Height=28}","","~9/20/2011","~09/20/2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\630540941.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1596,Y=798,Width=181,Height=28}","{X=1596,Y=798,Width=181,Height=28}","DIFF","PO Number :","PC Number :","DIFF","{X=1807,Y=798,Width=278,Height=33}","{X=0,Y=0,Width=0,Height=0}","","~","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\630540941.tif","Error template/document field mis-matched","ERROR","Unknown","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1595,Y=839,Width=184,Height=28}","{X=1595,Y=839,Width=184,Height=28}","","RO Number :","RO Number :","DIFF","{X=1803,Y=834,Width=266,Height=34}","{X=0,Y=0,Width=0,Height=0}","","~","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\630540941.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1593,Y=886,Width=293,Height=33}","{X=1593,Y=886,Width=293,Height=33}","","Agreement Number :","Agreement Number :","","{X=1958,Y=888,Width=85,Height=25}","{X=1958,Y=888,Width=85,Height=25}","","~47412","~47412","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\630540941.tif","","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","","{X=1515,Y=1892,Width=268,Height=40}","{X=1515,Y=1892,Width=268,Height=40}","","Total Charges :","Total Charges :","","{X=1942,Y=1890,Width=140,Height=37}","{X=1942,Y=1890,Width=140,Height=37}","","~$174.98","~$174.98","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\630540941.tif","","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=1516,Y=2119,Width=447,Height=39}","{X=1516,Y=2120,Width=447,Height=38}","","Net Due From Company :","Net Due From Company :","","{X=1987,Y=2119,Width=141,Height=35}","{X=1987,Y=2119,Width=141,Height=35}","","~$174.98","~$174.98","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\630540941.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1559,Y=2536,Width=368,Height=40}","{X=1559,Y=2536,Width=368,Height=40}","","Agreement Number :","Agreement Number :","","{X=1973,Y=2535,Width=109,Height=33}","{X=1973,Y=2535,Width=109,Height=33}","","~47412","~47412","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\630540941.tif","","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=1564,Y=2719,Width=451,Height=44}","{X=1564,Y=2722,Width=451,Height=41}","","Please Pay This Amount :","Please Pay This Amount :","","{X=2080,Y=2719,Width=141,Height=36}","{X=2080,Y=2719,Width=141,Height=36}","","~$174,98","~$174,98","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\630540941.tif","Error template/document field mis-matched","ERROR","Unknown","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1471,Y=1026,Width=173,Height=28}","{X=1471,Y=1026,Width=173,Height=28}","","Date Rented","Date Rented","DIFF","{X=1472,Y=1080,Width=297,Height=29}","{X=1472,Y=1081,Width=153,Height=28}","DIFF","~12/01/2008 02:55 PM","~12/01/2006","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\630540941.tif","Error template/document field mis-matched","ERROR","Unknown","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1895,Y=1025,Width=201,Height=29}","{X=1895,Y=1025,Width=201,Height=33}","","Data Retumed","Data Retumed","DIFF","{X=1896,Y=1079,Width=297,Height=30}","{X=0,Y=0,Width=0,Height=0}","ERROR","~12/08/2008 02:36 PM","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\630540941.tif","","","Invoice Date","Invoice Date","DIFF","GeneralText","Date","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1587,Y=366,Width=201,Height=46}","{X=1597,Y=372,Width=180,Height=28}","","lavoice Date:","lavoice Date:","DIFF","{X=1799,Y=370,Width=168,Height=34}","{X=1800,Y=373,Width=153,Height=27}","DIFF","~09/2012011","~09/20/2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\632611148.tif","ERROR no document field","","Invoice Date","","","Date","GeneralText","","CustomerFormFieldGroup","UnknownFormFieldGroup","","{X=1797,Y=376,Width=194,Height=29}","{X=0,Y=0,Width=0,Height=0}","","INVOICE DATE","","","{X=1765,Y=432,Width=244,Height=47}","{X=0,Y=0,Width=0,Height=0}","","~3/14/2012","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\632611148.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1095,Y=379,Width=169,Height=26}","{X=1095,Y=379,Width=169,Height=26}","","INVOICE NO.","INVOICE NO.","","{X=1063,Y=427,Width=169,Height=57}","{X=1063,Y=427,Width=169,Height=57}","DIFF","~95746","~50740","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\632611148.tif","Field Error","","Purchase Order","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=480,Y=894,Width=299,Height=24}","{X=480,Y=894,Width=299,Height=24}","","PURCHASE ORDER NO,","PURCHASE ORDER NO,","ERROR EMPTY","{X=492,Y=948,Width=311,Height=46}","{X=957,Y=890,Width=697,Height=24}","DIFF","~","~YEAR MAKE/MODEL","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\632611148.tif","Error template/document field mis-matched","ERROR","Ship Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=612,Y=1029,Width=224,Height=26}","{X=612,Y=1030,Width=222,Height=23}","DIFF","DATE PICKED UR","DATE PICKED UP","DIFF","{X=631,Y=1066,Width=225,Height=58}","{X=0,Y=0,Width=0,Height=0}","ERROR","~3/6/2012","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\632611148.tif","Error template/document field mis-matched","ERROR","Unknown","Invoice Date","DIFF","GeneralText","Date","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1933,Y=2544,Width=79,Height=33}","{X=1942,Y=2552,Width=68,Height=20}","DIFF","DATE","DATE,","DIFF","{X=2023,Y=2528,Width=314,Height=45}","{X=0,Y=0,Width=0,Height=0}","","~","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\632611148.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=1815,Y=2756,Width=189,Height=33}","{X=0,Y=0,Width=0,Height=0}","","INVOICE NO.","","","{X=1840,Y=2788,Width=119,Height=34}","{X=0,Y=0,Width=0,Height=0}","","~95748","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\632611148.tif","Error template/document field mis-matched","ERROR","Total Due","Remit To Address","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=2096,Y=2654,Width=306,Height=66}","{X=2143,Y=2657,Width=220,Height=27}","DIFF","PLEASE REWT TO
KERNER  EFC","PLEASE REWT TO","DIFF","{X=2206,Y=2723,Width=200,Height=46}","{X=2111,Y=2694,Width=266,Height=72}","DIFF","~225.00","~KERNER j jEtFðC","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\636223717.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1217,Y=338,Width=266,Height=46}","{X=1210,Y=336,Width=215,Height=39}","","Invoice#","Invoice#","DIFF","{X=1494,Y=334,Width=383,Height=46}","{X=1487,Y=338,Width=217,Height=34}","DIFF","~56247696 - RI","~56247696","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\636223717.tif","Error template/document field mis-matched","ERROR","Unknown","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1225,Y=429,Width=547,Height=42}","{X=1207,Y=427,Width=246,Height=42}","DIFF","Date/Time In........","Date/Time","DIFF","{X=1814,Y=433,Width=464,Height=41}","{X=0,Y=0,Width=0,Height=0}","ERROR","~02/06/12 06:21:02","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\636223717.tif","Error template/document field mis-matched","ERROR","Unknown","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1224,Y=474,Width=546,Height=40}","{X=1206,Y=472,Width=247,Height=40}","DIFF","Date/Time Out.......","Date/Time","DIFF","{X=1814,Y=477,Width=463,Height=42}","{X=0,Y=0,Width=0,Height=0}","ERROR","~02/06/12 06:21:02","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\636223717.tif","Field Error","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=1644,Y=2308,Width=407,Height=41}","{X=1654,Y=2300,Width=134,Height=34}","DIFF","Total Charges..","Total","DIFF","{X=2133,Y=2300,Width=212,Height=45}","{X=0,Y=0,Width=0,Height=0}","ERROR","~424 .00","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\636223717.tif","Error template/document field mis-matched","ERROR","Amount","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=1644,Y=2353,Width=406,Height=33}","{X=1654,Y=2345,Width=134,Height=34}","DIFF","Total Credits . .","Total","DIFF","{X=2169,Y=2344,Width=193,Height=46}","{X=0,Y=0,Width=0,Height=0}","ERROR","~.00","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\Carmax\2012\Original\636223717.tif","Error template/document field mis-matched","ERROR","Part","Purchase Order","","GeneralText","GeneralText","DIFF","ItemsFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=147,Y=1103,Width=367,Height=54}","{X=148,Y=1120,Width=302,Height=36}","","Item Number","Item Number","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","~","~","Unvalidated"
